Indications,Generics indicated,Indications Details,Therapeutic Class,Medicine Name,Weight (mg),Weight (ml/other),Tablet,Syrup,Ointment,Drop,Injection,Manufacturer
Abdominal distension,Magaldrate + Simethicone," This is indicated to relieve symptoms of dyspepsia, heartburn, acid indigestion, sour stomach, gastroesophageal reflux and hiatal hernia. It is also prescribed in hyperacidity associated with peptic ulcers, gastritis and esophagitis. Magaldrate may be given to children if necessary. Also indicated for the relief of flatulence, abdominal distension and windy colic. ","Antacids, Anti-dyspeptic/Carminatives",Pepcon Plus,(480 mg+20 mg),5 ml,1,1,0,0,0,Leon Pharmaceuticals Ltd.
Abdominal distension,Magaldrate + Simethicone," This is indicated to relieve symptoms of dyspepsia, heartburn, acid indigestion, sour stomach, gastroesophageal reflux and hiatal hernia. It is also prescribed in hyperacidity associated with peptic ulcers, gastritis and esophagitis. Magaldrate may be given to children if necessary. Also indicated for the relief of flatulence, abdominal distension and windy colic. ","Antacids, Anti-dyspeptic/Carminatives",Simegal,(480 mg+20 mg),5 ml,1,1,0,0,0,Beacon Pharmaceuticals PLC
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Aeropac,67 mg,67 ml,0,0,0,1,0,Amico Laboratories Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Bloatnil,67 mg,67 ml,0,0,0,1,0,Navana Pharmaceuticals Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Flacol,67 mg,67 ml,0,0,0,1,0,Square Pharmaceuticals PLC
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Flacol,40 mg,,0,0,0,1,0,Square Pharmaceuticals PLC
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Flagas,67 mg,67 ml,0,0,0,1,0,OSL Pharma Limited
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Flatulex,67 mg,67 ml,0,0,0,1,0,Opsonin Pharma Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Flatunil,67 mg,67 ml,0,0,0,1,0,ACME Laboratories Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Flatus,67 mg,67 ml,0,0,0,1,0,Kumudini Pharma Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Gasnil,67 mg,67 ml,0,0,0,1,0,Eskayef Pharmaceuticals Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Lefoam,67 mg,67 ml,0,0,0,1,0,Incepta Pharmaceuticals Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Neodrop,67 mg,67 ml,0,0,0,1,0,Beximco Pharmaceuticals Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Orocure,67 mg,67 ml,0,0,0,1,0,Edruc Limited
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Pedicon,67 mg,67 ml,0,0,0,1,0,Orion Pharma Ltd.
Abdominal distension,Simethicone,"Flatulence, abdominal distention, fullness, gas and windy colic: Simethicone is an excellent and effective antiflatulent. It is used for relief of the painful symptoms of excess gas in the digestive tract. Such gas is frequently caused by excessive swallowing of air or by eating foods that disagree. Simethicone drop is especially used in infants, acts in the stomach and intestines. Thus Simethicone enables freeing and eliminating the gas more easily by belching or passing flatus.

Large bowel preparation: Addition of Simethicone to a polyethylene glycol bowel preparation produces symptomatic improvement prior to investigation in the management of accidental ingestion of foaming detergents.

Treatment of poisoning: Simethicone has an anecdotal use as an antifoaming agent in the management of accidental ingestion of foaming detergents.",Anti-dyspeptic/Carminatives,Pedigas,67 mg,67 ml,0,0,0,1,0,Globe Pharmaceuticals Ltd.
